variant	canonical	note	source
disposiciunan	disposisiunan	original dictionary spelling	merged from candidate lexicon
disposición	disposision	original dictionary spelling	merged from candidate lexicon
dispû	dispu	original dictionary spelling	merged from candidate lexicon
dissipulo	dissipulus	original dictionary spelling	merged from candidate lexicon
distancia	distansia	original dictionary spelling	merged from candidate lexicon
distiliador	distorniliador	original dictionary spelling	merged from candidate lexicon
distrungcado	distrungkado	original dictionary spelling	merged from candidate lexicon
dit-tâ	dit-ta	original dictionary spelling	merged from candidate lexicon
divorcio	divorsio	original dictionary spelling	merged from candidate lexicon
divusiun	devosion	original dictionary spelling	merged from candidate lexicon
diácono	diakono	original dictionary spelling	merged from candidate lexicon
diámetro	diametro	original dictionary spelling	merged from candidate lexicon
diócesis	diosesis	original dictionary spelling	merged from candidate lexicon
do	ro	original dictionary spelling	merged from candidate lexicon
doce	dose	original dictionary spelling	merged from candidate lexicon
docena	dosena	original dictionary spelling	merged from candidate lexicon
documentado	dokumentado	original dictionary spelling	merged from candidate lexicon
documento	dokumento	original dictionary spelling	merged from candidate lexicon
dominicano	dominikano	original dictionary spelling	merged from candidate lexicon
donabis	dionabis	original dictionary spelling	merged from candidate lexicon
donación	donasion	original dictionary spelling	merged from candidate lexicon
doncelia	donselia	original dictionary spelling	merged from candidate lexicon
dramaturgo	dramatista	original dictionary spelling	merged from candidate lexicon
ducal	dukal	original dictionary spelling	merged from candidate lexicon
ducat	dukat	original dictionary spelling	merged from candidate lexicon
ducul	dukul	original dictionary spelling	merged from candidate lexicon
ducut	dukut	original dictionary spelling	merged from candidate lexicon
ducû	duku	original dictionary spelling	merged from candidate lexicon
dugo	rugu	original dictionary spelling	merged from candidate lexicon
dukul	dukal	original dictionary spelling	merged from candidate lexicon
dulecat	dulekat	original dictionary spelling	merged from candidate lexicon
duling	dulekat	original dictionary spelling	merged from candidate lexicon
dulinğas	dulingas	original dictionary spelling	merged from candidate lexicon
duláng	dulang	original dictionary spelling	merged from candidate lexicon
dumara	dara	original dictionary spelling	merged from candidate lexicon
dunğan	dungan	original dictionary spelling	merged from candidate lexicon
dunğis	dungis	original dictionary spelling	merged from candidate lexicon
dunğo	dungo	original dictionary spelling	merged from candidate lexicon
dunğus	dungus	original dictionary spelling	merged from candidate lexicon
dunğut	dungut	original dictionary spelling	merged from candidate lexicon
dunğû	dungu	original dictionary spelling	merged from candidate lexicon
dupical	dupikal	original dictionary spelling	merged from candidate lexicon
duplica	duplika	original dictionary spelling	merged from candidate lexicon
duruc	ruruc	original dictionary spelling	merged from candidate lexicon
duruplican	duruplikan	original dictionary spelling	merged from candidate lexicon
eata	eyata	original dictionary spelling	merged from candidate lexicon
edición	edision	original dictionary spelling	merged from candidate lexicon
educación	edukasion	original dictionary spelling	merged from candidate lexicon
educado	edukado	original dictionary spelling	merged from candidate lexicon
eficiencia	efisiensia	original dictionary spelling	merged from candidate lexicon
eficiente	efisiente	original dictionary spelling	merged from candidate lexicon
eh	punishment	original dictionary spelling	merged from candidate lexicon
ehecucion	ehekusion	original dictionary spelling	merged from candidate lexicon
ehecutivo	ehekutivo	original dictionary spelling	merged from candidate lexicon
ehercicio	ehersisio	original dictionary spelling	merged from candidate lexicon
ehipto	egipto	original dictionary spelling	merged from candidate lexicon
elaboración	elaborasion	original dictionary spelling	merged from candidate lexicon
elección	elecsion	original dictionary spelling	merged from candidate lexicon
electricidad	electrisidad	original dictionary spelling	merged from candidate lexicon
electrónica	electronika	original dictionary spelling	merged from candidate lexicon
elegancia	elegansia	original dictionary spelling	merged from candidate lexicon
elementaría	elementaria	original dictionary spelling	merged from candidate lexicon
eliminación	eliminasion	original dictionary spelling	merged from candidate lexicon
elocución	elokusion	original dictionary spelling	merged from candidate lexicon
elocuente	elokuente	original dictionary spelling	merged from candidate lexicon
elástico	elastiko	original dictionary spelling	merged from candidate lexicon
embarcación	embarkasion	original dictionary spelling	merged from candidate lexicon
emocion	emosion	original dictionary spelling	merged from candidate lexicon
encahe	enkahe	original dictionary spelling	merged from candidate lexicon
encantado	enkantado	original dictionary spelling	merged from candidate lexicon
encantador	enkantador	original dictionary spelling	merged from candidate lexicon
encanto	enkanto	original dictionary spelling	merged from candidate lexicon
encargado	enkargado	original dictionary spelling	merged from candidate lexicon
encargo	enkargo	original dictionary spelling	merged from candidate lexicon
encarna	enkarna	original dictionary spelling	merged from candidate lexicon
encarnación	enkarnasion	original dictionary spelling	merged from candidate lexicon
encuentro	enkuentro	original dictionary spelling	merged from candidate lexicon
entonces	entonses	original dictionary spelling	merged from candidate lexicon
epifaniya	epifania	original dictionary spelling	merged from candidate lexicon
epiléptico	epileptiko	original dictionary spelling	merged from candidate lexicon
episcopado	episkopado	original dictionary spelling	merged from candidate lexicon
episcopal	episkopal	original dictionary spelling	merged from candidate lexicon
erección	erecsion	original dictionary spelling	merged from candidate lexicon
ersisio	ehersisio	original dictionary spelling	merged from candidate lexicon
escabeche	eskabeche	original dictionary spelling	merged from candidate lexicon
escala	eskala	original dictionary spelling	merged from candidate lexicon
escalado	eskalado	original dictionary spelling	merged from candidate lexicon
escalera	eskalera	original dictionary spelling	merged from candidate lexicon
escalon	eskalon	original dictionary spelling	merged from candidate lexicon
escalón	eskalon	original dictionary spelling	merged from candidate lexicon
escaparate	eskaparate	original dictionary spelling	merged from candidate lexicon
escapulario	eskapulario	original dictionary spelling	merged from candidate lexicon
escarlata	eskarlata	original dictionary spelling	merged from candidate lexicon
escayola	eskayola	original dictionary spelling	merged from candidate lexicon
escoba	eskoba	original dictionary spelling	merged from candidate lexicon
escolta	eskolta	original dictionary spelling	merged from candidate lexicon
escombro	eskombro	original dictionary spelling	merged from candidate lexicon
escomulgado	eskomulgado	original dictionary spelling	merged from candidate lexicon
escopeta	eskopeta	original dictionary spelling	merged from candidate lexicon
escorpión	eskorpion	original dictionary spelling	merged from candidate lexicon
escosia	eskosia	original dictionary spelling	merged from candidate lexicon
escotada	eskotada	original dictionary spelling	merged from candidate lexicon
escrúpulo	escrupulo	original dictionary spelling	merged from candidate lexicon
escuadrón	eskuadron	original dictionary spelling	merged from candidate lexicon
escudero	eskudero	original dictionary spelling	merged from candidate lexicon
escudo	eskudo	original dictionary spelling	merged from candidate lexicon
escuela	eskuela	original dictionary spelling	merged from candidate lexicon
escultor	eskultor	original dictionary spelling	merged from candidate lexicon
escultura	eskultura	original dictionary spelling	merged from candidate lexicon
escándalo	eskandalo	original dictionary spelling	merged from candidate lexicon
esencia	esensia	original dictionary spelling	merged from candidate lexicon
especial	espesial	original dictionary spelling	merged from candidate lexicon
especialidad	espesialidad	original dictionary spelling	merged from candidate lexicon
especialista	espesialista	original dictionary spelling	merged from candidate lexicon
especialmente	espesialmente	original dictionary spelling	merged from candidate lexicon
especie	espesie	original dictionary spelling	merged from candidate lexicon
espíritu	espiritu	original dictionary spelling	merged from candidate lexicon
estación	estasion	original dictionary spelling	merged from candidate lexicon
estangco	estangko	original dictionary spelling	merged from candidate lexicon
estratehiya	estratehia	original dictionary spelling	merged from candidate lexicon
estrella	estrelya	original dictionary spelling	merged from candidate lexicon
estúpido	estupido	original dictionary spelling	merged from candidate lexicon
etica	etika	original dictionary spelling	merged from candidate lexicon
etiquette	etikette	original dictionary spelling	merged from candidate lexicon
eucaristico	eukaristiko	original dictionary spelling	merged from candidate lexicon
eucaristía	eukaristia	original dictionary spelling	merged from candidate lexicon
eucharistico	eucharistiko	original dictionary spelling	merged from candidate lexicon
eukaristiya	eukaristia	original dictionary spelling	merged from candidate lexicon
examen	examin	original dictionary spelling	merged from candidate lexicon
examinacion	examinasion	original dictionary spelling	merged from candidate lexicon
excelencia	exselensia	original dictionary spelling	merged from candidate lexicon
excelente	exselente	original dictionary spelling	merged from candidate lexicon
exclamación	exclamasion	original dictionary spelling	merged from candidate lexicon
explotación	explotasion	original dictionary spelling	merged from candidate lexicon
extradición	extradision	original dictionary spelling	merged from candidate lexicon
extremaunción	extremaunsion	original dictionary spelling	merged from candidate lexicon
extrenauncion	extrenaunsion	original dictionary spelling	merged from candidate lexicon
eyatâ	eyata	original dictionary spelling	merged from candidate lexicon
facción	facsion	original dictionary spelling	merged from candidate lexicon
falconeria	falkoneria	original dictionary spelling	merged from candidate lexicon
falsifica	falsifika	original dictionary spelling	merged from candidate lexicon
falsificación	falsifikasion	original dictionary spelling	merged from candidate lexicon
falsificado	falsifikado	original dictionary spelling	merged from candidate lexicon
fanaticismo	fanatisismo	original dictionary spelling	merged from candidate lexicon
fantástico	fantastiko	original dictionary spelling	merged from candidate lexicon
fanático	fanatiko	original dictionary spelling	merged from candidate lexicon
farasku	frasko	original dictionary spelling	merged from candidate lexicon
fascículo	fassikulo	original dictionary spelling	merged from candidate lexicon
fatig	fatiga	original dictionary spelling	merged from candidate lexicon
fecundo	fekundo	original dictionary spelling	merged from candidate lexicon
federación	federasion	original dictionary spelling	merged from candidate lexicon
felicidad	felisidad	original dictionary spelling	merged from candidate lexicon
felicitación	felisitasion	original dictionary spelling	merged from candidate lexicon
fen	mange	original dictionary spelling	merged from candidate lexicon
fenómeno	fenomeno	original dictionary spelling	merged from candidate lexicon
fermentación	fermentasion	original dictionary spelling	merged from candidate lexicon
ferrocaril	ferrokaril	original dictionary spelling	merged from candidate lexicon
fiasco	fiasko	original dictionary spelling	merged from candidate lexicon
ficticioso	fictisioso	original dictionary spelling	merged from candidate lexicon
fiduciario	fidusiario	original dictionary spelling	merged from candidate lexicon
figurín	figurin	original dictionary spelling	merged from candidate lexicon
filmi	firme	original dictionary spelling	merged from candidate lexicon
filosófico	filosofiko	original dictionary spelling	merged from candidate lexicon
financia	finansia	original dictionary spelling	merged from candidate lexicon
financiero	finansiero	original dictionary spelling	merged from candidate lexicon
finlandés	finlandes	original dictionary spelling	merged from candidate lexicon
flamenco	flamenko	original dictionary spelling	merged from candidate lexicon
flatulencia	flatulensia	original dictionary spelling	merged from candidate lexicon
folleto	folyeto	original dictionary spelling	merged from candidate lexicon
fonético	fonetiko	original dictionary spelling	merged from candidate lexicon
fonógrafo	fonografo	original dictionary spelling	merged from candidate lexicon
fornicación	fornikasion	original dictionary spelling	merged from candidate lexicon
fornication	fornikation	original dictionary spelling	merged from candidate lexicon
fortaleza	fortitud	original dictionary spelling	merged from candidate lexicon
fortificación	fortifikasion	original dictionary spelling	merged from candidate lexicon
fotocopia	fotokopia	original dictionary spelling	merged from candidate lexicon
fotográfico	fotografiko	original dictionary spelling	merged from candidate lexicon
fotógrafo	fotografo	original dictionary spelling	merged from candidate lexicon
franca	franka	original dictionary spelling	merged from candidate lexicon
frances	franses	original dictionary spelling	merged from candidate lexicon
francia	fransia	original dictionary spelling	merged from candidate lexicon
franciscano	fransiskano	original dictionary spelling	merged from candidate lexicon
frankisa	frankisia	original dictionary spelling	merged from candidate lexicon
frasco	frasko	original dictionary spelling	merged from candidate lexicon
fratricidio	fratrisidio	original dictionary spelling	merged from candidate lexicon
frecuente	frekuente	original dictionary spelling	merged from candidate lexicon
fresco	fresko	original dictionary spelling	merged from candidate lexicon
fricción	fricsion	original dictionary spelling	merged from candidate lexicon
fuerzado	forzado	original dictionary spelling	merged from candidate lexicon
fumigación	fumigasion	original dictionary spelling	merged from candidate lexicon
funda	punda	original dictionary spelling	merged from candidate lexicon
fénix	fenix	original dictionary spelling	merged from candidate lexicon
fértil	fertil	original dictionary spelling	merged from candidate lexicon
gagu	gaguti	original dictionary spelling	merged from candidate lexicon
gaindu	tagaindu	original dictionary spelling	merged from candidate lexicon
galadgád	galadgad	original dictionary spelling	merged from candidate lexicon
galanggáng	galanggang	original dictionary spelling	merged from candidate lexicon
galeón	galeon	original dictionary spelling	merged from candidate lexicon
galigatsu	galigatus	original dictionary spelling	merged from candidate lexicon
galigu	galugu	original dictionary spelling	merged from candidate lexicon
galingaldo	ganingaldo	original dictionary spelling	merged from candidate lexicon
galágála	galagala	original dictionary spelling	merged from candidate lexicon
galâ	gala	original dictionary spelling	merged from candidate lexicon
galû	galu	original dictionary spelling	merged from candidate lexicon
gampâ	gampa	original dictionary spelling	merged from candidate lexicon
gamugamu	gamogamo	original dictionary spelling	merged from candidate lexicon
gana	ganansia	original dictionary spelling	merged from candidate lexicon
ganaca	ganaka	original dictionary spelling	merged from candidate lexicon
ganacâ	ganaka	original dictionary spelling	merged from candidate lexicon
ganancia	ganansia	original dictionary spelling	merged from candidate lexicon
ganansia	gana	original dictionary spelling	merged from candidate lexicon
ganchilyo	gansuiu	original dictionary spelling	merged from candidate lexicon
gansal	gangsal	original dictionary spelling	merged from candidate lexicon
gansu	gancho	original dictionary spelling	merged from candidate lexicon
gansüiu	gansuiu	original dictionary spelling	merged from candidate lexicon
gapî	gapi	original dictionary spelling	merged from candidate lexicon
garapiniera	kalapiniera	original dictionary spelling	merged from candidate lexicon
gareta	karreta	original dictionary spelling	merged from candidate lexicon
garrafón	garrafon	original dictionary spelling	merged from candidate lexicon
gatlâ	gatla	original dictionary spelling	merged from candidate lexicon
gatpanápun	gatpanapun	original dictionary spelling	merged from candidate lexicon
gatû	gatu	original dictionary spelling	merged from candidate lexicon
gauâ	gaua	original dictionary spelling	merged from candidate lexicon
gauî	gaui	original dictionary spelling	merged from candidate lexicon
gayagâ	gayaga	original dictionary spelling	merged from candidate lexicon
gaza	gasa	original dictionary spelling	merged from candidate lexicon
gañid	ganid	original dictionary spelling	merged from candidate lexicon
gina	giua	original dictionary spelling	merged from candidate lexicon
gipû	gipu	original dictionary spelling	merged from candidate lexicon
girî	giri	original dictionary spelling	merged from candidate lexicon
gisâ	gisa	original dictionary spelling	merged from candidate lexicon
gitatâ	gitata	original dictionary spelling	merged from candidate lexicon
gjsi	gisi	original dictionary spelling	merged from candidate lexicon
glaucoma	glaukoma	original dictionary spelling	merged from candidate lexicon
gobernadorcilio	gobernadorsilio	original dictionary spelling	merged from candidate lexicon
gracia	grasia	original dictionary spelling	merged from candidate lexicon
gracioso	grasioso	original dictionary spelling	merged from candidate lexicon
graduación	graduasion	original dictionary spelling	merged from candidate lexicon
gramática	gramatika	original dictionary spelling	merged from candidate lexicon
grecia	gresia	original dictionary spelling	merged from candidate lexicon
groceriya	groseriya	original dictionary spelling	merged from candidate lexicon
gulunggulunğan	gulunggulungan	original dictionary spelling	merged from candidate lexicon
gulâ	gula	original dictionary spelling	merged from candidate lexicon
gunlut	kunlut	original dictionary spelling	merged from candidate lexicon
gunâ	guna	original dictionary spelling	merged from candidate lexicon
gupû	gupu	original dictionary spelling	merged from candidate lexicon
gurgurias	gulguria	original dictionary spelling	merged from candidate lexicon
gut	gusut	original dictionary spelling	merged from candidate lexicon
gálá	gala	original dictionary spelling	merged from candidate lexicon
hamaca	hamaka	original dictionary spelling	merged from candidate lexicon
harmonica	harmonika	original dictionary spelling	merged from candidate lexicon
harmonía	harmonia	original dictionary spelling	merged from candidate lexicon
harpa	alpa	original dictionary spelling	merged from candidate lexicon
hawaii	hawai	original dictionary spelling	merged from candidate lexicon
he	ge	original dictionary spelling	merged from candidate lexicon
head	pun	original dictionary spelling	merged from candidate lexicon
helado	hilado	original dictionary spelling	merged from candidate lexicon
henufleccion	henuflecsion	original dictionary spelling	merged from candidate lexicon
herehe	erehe	original dictionary spelling	merged from candidate lexicon
herehia	erehia	original dictionary spelling	merged from candidate lexicon
herencia	herensia	original dictionary spelling	merged from candidate lexicon
hermafroditico	hermafroditiko	original dictionary spelling	merged from candidate lexicon
hermitanio	ermitanio	original dictionary spelling	merged from candidate lexicon
heroico	heroiko	original dictionary spelling	merged from candidate lexicon
heroísmo	heroismo	original dictionary spelling	merged from candidate lexicon
heráldica	heraldika	original dictionary spelling	merged from candidate lexicon
heráldico	heraldiko	original dictionary spelling	merged from candidate lexicon
hidráulico	hidrauliko	original dictionary spelling	merged from candidate lexicon
hieroghfico	hieroghfiko	original dictionary spelling	merged from candidate lexicon
higante	higanti	original dictionary spelling	merged from candidate lexicon
hinebra	hiniebra	original dictionary spelling	merged from candidate lexicon
hipopótamo	hipopotamo	original dictionary spelling	merged from candidate lexicon
hipoteca	hipoteka	original dictionary spelling	merged from candidate lexicon
hipócrita	hipocrita	original dictionary spelling	merged from candidate lexicon
hipódromo	hipodromo	original dictionary spelling	merged from candidate lexicon
hipótesis	hipotesis	original dictionary spelling	merged from candidate lexicon
histérico	histeriko	original dictionary spelling	merged from candidate lexicon
histórico	historiko	original dictionary spelling	merged from candidate lexicon
hitu	itu	original dictionary spelling	merged from candidate lexicon
hiyas	iyas	original dictionary spelling	merged from candidate lexicon
homicidio	homisidio	original dictionary spelling	merged from candidate lexicon
hopiâ	hopia	original dictionary spelling	merged from candidate lexicon
horticultura	hortikultura	original dictionary spelling	merged from candidate lexicon
hospicio	hospisio	original dictionary spelling	merged from candidate lexicon
husticia	hustisia	original dictionary spelling	merged from candidate lexicon
husticiero	hustisiero	original dictionary spelling	merged from candidate lexicon
hustificacion	hustifikasion	original dictionary spelling	merged from candidate lexicon
huwad	huad	original dictionary spelling	merged from candidate lexicon
hwe	hueh	original dictionary spelling	merged from candidate lexicon
iconio	ikonio	original dictionary spelling	merged from candidate lexicon
iconoclasta	ikonoclasta	original dictionary spelling	merged from candidate lexicon
iconografiya	ikonografiya	original dictionary spelling	merged from candidate lexicon
icum	ikum	original dictionary spelling	merged from candidate lexicon
igû	igu	original dictionary spelling	merged from candidate lexicon
ilohico	ilohiko	original dictionary spelling	merged from candidate lexicon
ilonğot	ilongot	original dictionary spelling	merged from candidate lexicon
ilucanu	ilukanu	original dictionary spelling	merged from candidate lexicon
iluminación	iluminasion	original dictionary spelling	merged from candidate lexicon
ilusión	ilusion	original dictionary spelling	merged from candidate lexicon
ilustración	ilustrasion	original dictionary spelling	merged from candidate lexicon
ilícito	ilisito	original dictionary spelling	merged from candidate lexicon
ilû	ilu	original dictionary spelling	merged from candidate lexicon
imahinacion	imahinasion	original dictionary spelling	merged from candidate lexicon
imbalâ	imbala	original dictionary spelling	merged from candidate lexicon
imburnal	embornal	original dictionary spelling	merged from candidate lexicon
imfiernus	infiernos	original dictionary spelling	merged from candidate lexicon
impatso	empacho	original dictionary spelling	merged from candidate lexicon
impû	impu	original dictionary spelling	merged from candidate lexicon
imâ	ima	original dictionary spelling	merged from candidate lexicon
imû	imu	original dictionary spelling	merged from candidate lexicon
in	tauo	original dictionary spelling	merged from candidate lexicon
inakit	pag-inakit	original dictionary spelling	merged from candidate lexicon
incensario	insensario	original dictionary spelling	merged from candidate lexicon
incensero	insensero	original dictionary spelling	merged from candidate lexicon
incentivo	insentivo	original dictionary spelling	merged from candidate lexicon
incesto	insesto	original dictionary spelling	merged from candidate lexicon
incidental	insidental	original dictionary spelling	merged from candidate lexicon
incidente	insidente	original dictionary spelling	merged from candidate lexicon
incienso	insienso	original dictionary spelling	merged from candidate lexicon
inclinación	inclinasion	original dictionary spelling	merged from candidate lexicon
incompetente	inkompetente	original dictionary spelling	merged from candidate lexicon
incomunicado	inkomunikado	original dictionary spelling	merged from candidate lexicon
incongruous	inkongruous	original dictionary spelling	merged from candidate lexicon
inconsistente	inkonsistente	original dictionary spelling	merged from candidate lexicon
incorporación	inkorporasion	original dictionary spelling	merged from candidate lexicon
incurable	inkurable	original dictionary spelling	merged from candidate lexicon
indat	dat	original dictionary spelling	merged from candidate lexicon
indoso	endorso	original dictionary spelling	merged from candidate lexicon
indulhencia	indulhensia	original dictionary spelling	merged from candidate lexicon
indâ	inda	original dictionary spelling	merged from candidate lexicon
indû	indu	original dictionary spelling	merged from candidate lexicon
infallible	infalyible	original dictionary spelling	merged from candidate lexicon
infancia	infansia	original dictionary spelling	merged from candidate lexicon
infanticidio	infantisidio	original dictionary spelling	merged from candidate lexicon
influencia	influensia	original dictionary spelling	merged from candidate lexicon
inia	inya	original dictionary spelling	merged from candidate lexicon
instance	instanse	original dictionary spelling	merged from candidate lexicon
insulacion	insulasion	original dictionary spelling	merged from candidate lexicon
insurance	insuranse	original dictionary spelling	merged from candidate lexicon
insurrección	insurrecsion	original dictionary spelling	merged from candidate lexicon
intanen	antanen	original dictionary spelling	merged from candidate lexicon
integración	integrasion	original dictionary spelling	merged from candidate lexicon
invención	invension	original dictionary spelling	merged from candidate lexicon
investigación	investigasion	original dictionary spelling	merged from candidate lexicon
inâ	ina	original dictionary spelling	merged from candidate lexicon
iq	i	PALI orthography / attested surface form	annotated
irracional	irrasional	original dictionary spelling	merged from candidate lexicon
irí	iri	original dictionary spelling	merged from candidate lexicon
isic	inchic	original dictionary spelling	merged from candidate lexicon
iskwalaq	iskwala	PALI orthography / attested surface form	annotated
istibador	estividor	original dictionary spelling	merged from candidate lexicon
istorbo	distorbo	original dictionary spelling	merged from candidate lexicon
istung	ustung	original dictionary spelling	merged from candidate lexicon
it	lub	original dictionary spelling	merged from candidate lexicon
italica	italika	original dictionary spelling	merged from candidate lexicon
ito	itu	original dictionary spelling	merged from candidate lexicon
itâ	ita	original dictionary spelling	merged from candidate lexicon
iuâ	iua	original dictionary spelling	merged from candidate lexicon
iuî	iui	original dictionary spelling	merged from candidate lexicon
iwi	iui	original dictionary spelling	merged from candidate lexicon
iyi	imi	original dictionary spelling	merged from candidate lexicon
iyî	iyi	original dictionary spelling	merged from candidate lexicon
jhs	ihs	original dictionary spelling	merged from candidate lexicon
josué	josue	original dictionary spelling	merged from candidate lexicon
jurisdicción	jurisdicsion	original dictionary spelling	merged from candidate lexicon
kabalasan	kabalsan	original dictionary spelling	merged from candidate lexicon
kabig	kabid	original dictionary spelling	merged from candidate lexicon
kacorse	kakorse	original dictionary spelling	merged from candidate lexicon
kakut	kayukut	original dictionary spelling	merged from candidate lexicon
kalabadu	galabadu	original dictionary spelling	merged from candidate lexicon
kalabaza	kulubasa	original dictionary spelling	merged from candidate lexicon
kalakatiq	kalakati	PALI orthography / attested surface form	annotated
kalangalang	alang-alang	original dictionary spelling	merged from candidate lexicon
kalaraman	laram	original dictionary spelling	merged from candidate lexicon
kaleuc	galeuc	original dictionary spelling	merged from candidate lexicon
kalikubac	balikubac	original dictionary spelling	merged from candidate lexicon
kalilua	liliua	original dictionary spelling	merged from candidate lexicon
kalvo	kalbo	original dictionary spelling	merged from candidate lexicon
kamamalu	kamulalu	original dictionary spelling	merged from candidate lexicon
kamaru	kamamaru	original dictionary spelling	merged from candidate lexicon
kampanadiu	kampanario	original dictionary spelling	merged from candidate lexicon
kampapalo	antipalo	original dictionary spelling	merged from candidate lexicon
kampare	kompadre	original dictionary spelling	merged from candidate lexicon
kanadá	kanada	original dictionary spelling	merged from candidate lexicon
kanaku	kaku	original dictionary spelling	merged from candidate lexicon
kandaru	kandado	original dictionary spelling	merged from candidate lexicon
kanita	keta	original dictionary spelling	merged from candidate lexicon
kannas	kanas	original dictionary spelling	merged from candidate lexicon
kaong	kaung	original dictionary spelling	merged from candidate lexicon
kapamu	kapa	original dictionary spelling	merged from candidate lexicon
kapelaniya	kapilinia	original dictionary spelling	merged from candidate lexicon
kapitnaq	kapitna	PALI orthography / attested surface form	annotated
karambola	treatment	original dictionary spelling	merged from candidate lexicon
karera	karrera	original dictionary spelling	merged from candidate lexicon
kareta	gareta	original dictionary spelling	merged from candidate lexicon
karete	karrete	original dictionary spelling	merged from candidate lexicon
kareton	garitun	original dictionary spelling	merged from candidate lexicon
karitilia	karretilia	original dictionary spelling	merged from candidate lexicon
karitun	karreton	original dictionary spelling	merged from candidate lexicon
karkula	kalkula	original dictionary spelling	merged from candidate lexicon
karosa	garosa	original dictionary spelling	merged from candidate lexicon
kartilia	kantilia	original dictionary spelling	merged from candidate lexicon
kartolina	kartulina	original dictionary spelling	merged from candidate lexicon
karuagan	duac	original dictionary spelling	merged from candidate lexicon
kasabuat	sabuat	original dictionary spelling	merged from candidate lexicon
kasasaga	saga	original dictionary spelling	merged from candidate lexicon
kasu	kaso	original dictionary spelling	merged from candidate lexicon
katarikan	taric	original dictionary spelling	merged from candidate lexicon
katimbangan	timbang	original dictionary spelling	merged from candidate lexicon
katinauan	tino	original dictionary spelling	merged from candidate lexicon
katingkisan	tingkis	original dictionary spelling	merged from candidate lexicon
katri	katre	original dictionary spelling	merged from candidate lexicon
katuc	katug	original dictionary spelling	merged from candidate lexicon
katuliran	katalauran	original dictionary spelling	merged from candidate lexicon
katuray	kature	original dictionary spelling	merged from candidate lexicon
kayat	kinis	original dictionary spelling	merged from candidate lexicon
kayumanggi	komanggi	original dictionary spelling	merged from candidate lexicon
kazador	kasador	original dictionary spelling	merged from candidate lexicon
ke	me	original dictionary spelling	merged from candidate lexicon
kecao	kekao	original dictionary spelling	merged from candidate lexicon
kecata	kekata	original dictionary spelling	merged from candidate lexicon
kecatamu	kekatamu	original dictionary spelling	merged from candidate lexicon
kecayicayi	kekayikayi	original dictionary spelling	merged from candidate lexicon
kecayu	kekayu	original dictionary spelling	merged from candidate lexicon
kecong	kekong	original dictionary spelling	merged from candidate lexicon
kekaikai	kekayikayi	original dictionary spelling	merged from candidate lexicon
kekaming	kekeng	original dictionary spelling	merged from candidate lexicon
kelambatan	keluatan	original dictionary spelling	merged from candidate lexicon
keluâ	kelua	original dictionary spelling	merged from candidate lexicon
kemica	kemika	original dictionary spelling	merged from candidate lexicon
kemico	kemiko	original dictionary spelling	merged from candidate lexicon
kending	kinding	original dictionary spelling	merged from candidate lexicon
kenu	kanimi	original dictionary spelling	merged from candidate lexicon
kesiö	kesio	original dictionary spelling	merged from candidate lexicon
keso	kezo	original dictionary spelling	merged from candidate lexicon
kesâ	kesa	original dictionary spelling	merged from candidate lexicon
keuanğan	keuangan	original dictionary spelling	merged from candidate lexicon
kiac	iyac	original dictionary spelling	merged from candidate lexicon
kiccuan	kickuan	original dictionary spelling	merged from candidate lexicon
kika	kitang	original dictionary spelling	merged from candidate lexicon
kilain	kilauin	original dictionary spelling	merged from candidate lexicon
kilómetro	kilometro	original dictionary spelling	merged from candidate lexicon
kimi	kimil	original dictionary spelling	merged from candidate lexicon
kimiku	kemiko	original dictionary spelling	merged from candidate lexicon
kinacapatid	kinakapatid	original dictionary spelling	merged from candidate lexicon
kinaking	kinakin	original dictionary spelling	merged from candidate lexicon
kince	kinse	original dictionary spelling	merged from candidate lexicon
kincenas	kinsenas	original dictionary spelling	merged from candidate lexicon
kinse	kinsi	original dictionary spelling	merged from candidate lexicon
kiosco	kiosko	original dictionary spelling	merged from candidate lexicon
kirat	kilit	original dictionary spelling	merged from candidate lexicon
kisâ	kisa	original dictionary spelling	merged from candidate lexicon
kiwâ	kiwa	original dictionary spelling	merged from candidate lexicon
kobradul	kobrador	original dictionary spelling	merged from candidate lexicon
koku	koko	original dictionary spelling	merged from candidate lexicon
koli	kauliflower	original dictionary spelling	merged from candidate lexicon
komferensia	konferensia	original dictionary spelling	merged from candidate lexicon
kongcreto	koncreto	original dictionary spelling	merged from candidate lexicon
kongkista	konkista	original dictionary spelling	merged from candidate lexicon
kontrato	kontrata	original dictionary spelling	merged from candidate lexicon
konvento	kumbintu	original dictionary spelling	merged from candidate lexicon
koran	quran	original dictionary spelling	merged from candidate lexicon
krmika	kemika	original dictionary spelling	merged from candidate lexicon
kuaku	sikuaku	original dictionary spelling	merged from candidate lexicon
kulait	kulauit	original dictionary spelling	merged from candidate lexicon
kuliac	guliac	original dictionary spelling	merged from candidate lexicon
kulimadmad	kulimagmag	original dictionary spelling	merged from candidate lexicon
kulitis	kolitis	original dictionary spelling	merged from candidate lexicon
kulorum	kolorum	original dictionary spelling	merged from candidate lexicon
kulureti	kolored	original dictionary spelling	merged from candidate lexicon
kumare	komadre	original dictionary spelling	merged from candidate lexicon
kumfiansa	konfianza	original dictionary spelling	merged from candidate lexicon
kumidia	komedia	original dictionary spelling	merged from candidate lexicon
kuran	kuram	original dictionary spelling	merged from candidate lexicon
kuri	kuli	original dictionary spelling	merged from candidate lexicon
